"","Company","BeanOrigin","ReviewDate_day","ReviewDate","CocoaPercent","CompanyLocation","Rating","BeanType","BroadBeanOrigin","BroadBeanOrigin_cate","CompanyLocation_cate","CocoaPercent_num"
"885","Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,"82%","Domincan Republic",3,NA,"Dominican Republic","Dominican Republic","Other",0.82
"886","Kah Kow","Rizek Cacao, Domin. Rep.",1069,2013,"55%","Domincan Republic",3.25,NA,"Dominican Republic","Dominican Republic","Other",0.55
"887","Kah Kow","Rizek Cacao, Domin. Rep.",1073,2013,"62%","Domincan Republic",3.25,NA,"Dominican Republic","Dominican Republic","Other",0.62
"888","Kakao","Peru",837,2012,"64%","Germany",2.5,NA,"Peru","Peru","Germany",0.64
"889","Kakao","Vanuatu",387,2009,"65%","Germany",3.75,"Trinitario","Vanuatu","Other","Germany",0.65
"890","Kallari (Ecuatoriana)","Sisa 36hr/ W. F. blend prototype",241,2008,"70%","Ecuador",3,NA,"Ecuador","Ecuador","Ecuador",0.7
"891","Kallari (Ecuatoriana)","Sisa's Secret/ original micro",241,2008,"70%","Ecuador",3.5,NA,"Ecuador","Ecuador","Ecuador",0.7
"892","Kallari (Ecuatoriana)","Roberto",245,2008,"75%","Ecuador",2.75,NA,"Ecuador","Ecuador","Ecuador",0.75
"893","Kallari (Ecuatoriana)","Diego/ original micro",248,2008,"85%","Ecuador",2.5,NA,"Ecuador","Ecuador","Ecuador",0.85
"894","Kallari (Ecuatoriana)","Diego 48hr/ W.F. blend prototype",248,2008,"85%","Ecuador",2.75,NA,"Ecuador","Ecuador","Ecuador",0.85
"895","Kallari (Ecuatoriana)","Diego 60hr/ W.F. blend prototype",248,2008,"85%","Ecuador",3,NA,"Ecuador","Ecuador","Ecuador",0.85
"896","Kallari (Ecuatoriana)","Cacao Nacional W.F.",263,2008,"75%","Ecuador",2.5,NA,"Ecuador","Ecuador","Ecuador",0.75
"897","Kallari (Ecuatoriana)","Cacao Nacional W.F.",269,2008,"85%","Ecuador",3,NA,"Ecuador","Ecuador","Ecuador",0.85
"898","Kaoka (Cemoi)","Noir",404,2009,"70%","France",2.75,NA,NA,"Other","France",0.7
"899","Kaoka (Cemoi)","Ecuador",423,2009,"80%","France",2.75,NA,"Ecuador","Ecuador","France",0.8
"900","Kerchner","La Red, Project Reserva, Guaconejo",1133,2013,"70%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"901","Ki' Xocolatl","Dark",431,2009,"72%","Mexico",2,NA,"Mexico","Other","Other",0.72
"902","Kiskadee","La Red, Guanconjeco",1251,2014,"60%","U.S.A.",3,"Trinitario","Dominican Republic","Dominican Republic","U.S.A.",0.6
"903","Kto","San Martin",1422,2014,"72%","U.S.A.",2.5,NA,"Peru","Peru","U.S.A.",0.72
"904","Kto","Ocumare",1422,2014,"72%","U.S.A.",2.75,NA,"Venezuela","Venezuela","U.S.A.",0.72
"905","Kto","Belize",1422,2014,"72%","U.S.A.",3,"Trinitario","Belize","Other","U.S.A.",0.72
"906","Kto","Sambirano Valley",1422,2014,"72%","U.S.A.",3.25,"Trinitario","Madagascar","Madagascar","U.S.A.",0.72
"907","Kto","Belize",1426,2014,"90%","U.S.A.",3.25,"Trinitario","Belize","Other","U.S.A.",0.9
"908","Kto","Elvesia",1426,2014,"72%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.72
"909","Kto","ROIG",1426,2014,"72%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.72
"910","K'ul","Kafupbo, Petit Bourg, De Borgnes",1840,2016,"70%","U.S.A.",3.25,NA,"Haiti","Other","U.S.A.",0.7
"911","K'ul","Maranon, Fortunato No. 4",1852,2016,"70%","U.S.A.",2.75,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.7
"912","K'ul","Los Rios, Hacienda Limon, Heirloom",1852,2016,"70%","U.S.A.",3.75,NA,"Ecuador","Ecuador","U.S.A.",0.7
"913","K'ul","Bahia, Fazenda Camboa",1852,2016,"70%","U.S.A.",3.75,"Forastero","Brazil","Other","U.S.A.",0.7
"914","Kyya","Uganda",1359,2014,"72.50%","U.S.A.",2.5,"Forastero","Uganda","Other","U.S.A.",0.725
"915","Kyya","Hispaniola",1359,2014,"72.50%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.725
"916","Kyya","Ecuador",1363,2014,"72.50%","U.S.A.",2.5,NA,"Ecuador","Ecuador","U.S.A.",0.725
"917","Kyya","Madagascar",1363,2014,"72.50%","U.S.A.",3,"Trinitario","Madagascar","Madagascar","U.S.A.",0.725
"918","L.A. Burdick (Felchlin)","Peru",891,2012,"74%","U.S.A.",3.25,NA,"Peru","Peru","U.S.A.",0.74
"919","L.A. Burdick (Felchlin)","Brazil",891,2012,"70%","U.S.A.",4,NA,"Brazil","Other","U.S.A.",0.7
"920","L.A. Burdick (Felchlin)","Chuao",927,2012,"68%","U.S.A.",3.75,"Trinitario","Venezuela","Venezuela","U.S.A.",0.68
"921","L.A. Burdick (Felchlin)","Quito",682,2011,"74%","U.S.A.",3.75,NA,"Ecuador","Ecuador","U.S.A.",0.74
"922","L.A. Burdick (Felchlin)","Grenada",576,2010,"75%","U.S.A.",3.25,"Trinitario","Grenada","Other","U.S.A.",0.75
"923","L.A. Burdick (Felchlin)","Dominican Republic",576,2010,"74%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.74
"924","L.A. Burdick (Felchlin)","Venzuela",597,2010,"71%","U.S.A.",3,NA,"Venezuela","Venezuela","U.S.A.",0.71
"925","L.A. Burdick (Felchlin)","Madagascar",431,2009,"64%","U.S.A.",3.5,"Trinitario","Madagascar","Madagascar","U.S.A.",0.64
"926","L.A. Burdick (Felchlin)","Bolivian",451,2009,"68%","U.S.A.",3,NA,"Bolivia","Other","U.S.A.",0.68
"927","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,"70%","Japan",2.25,"Trinitario, Criollo","Peru","Peru","Other",0.7
"928","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,"70%","Japan",2.5,"Trinitario, Criollo","Peru","Peru","Other",0.7
"929","La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,"70%","Japan",3,"Criollo","Peru","Peru","Other",0.7
"930","La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,"70%","Japan",3,"Trinitario, Criollo","Belize","Other","Other",0.7
"931","La Maison du Chocolat (Valrhona)","Cuana, 2013",1121,2013,"74%","France",2.75,NA,"Africa, Carribean, C. Am.","Other","France",0.74
"932","La Maison du Chocolat (Valrhona)","Tobago",1145,2013,"60%","France",3.25,NA,"Tobago","Other","France",0.6
"933","La Maison du Chocolat (Valrhona)","Acarigua, w/ nibs",1189,2013,"56%","France",3.25,NA,"Ecuador","Ecuador","France",0.56
"934","La Maison du Chocolat (Valrhona)","Loma Sotavento",891,2012,"66%","France",3.5,NA,"Dominican Republic","Dominican Republic","France",0.66
"935","La Maison du Chocolat (Valrhona)","Grenada",741,2011,"68%","France",3.5,"Trinitario","Grenada","Other","France",0.68
"936","La Maison du Chocolat (Valrhona)","Akosombo",346,2009,"68%","France",3.25,"Forastero","Ghana","Other","France",0.68
"937","La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,"69%","France",3.5,"Criollo (Porcelana)","Venezuela","Venezuela","France",0.69
"938","La Maison du Chocolat (Valrhona)","Kuruba",439,2009,"60%","France",3,NA,NA,"Other","France",0.6
"939","La Maison du Chocolat (Valrhona)","Orinoco",445,2009,"60%","France",3.75,NA,NA,"Other","France",0.6
"940","La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,"74%","France",3.5,"Blend","Ven., Indonesia, Ecuad.","Other","France",0.74
"941","La Oroquidea","Peruvian Amazon",721,2011,"72%","Peru",2.5,NA,"Peru","Peru","Other",0.72
"942","La Pepa de Oro","Vinces",713,2011,"60%","Ecuador",3.25,NA,"Ecuador","Ecuador","Ecuador",0.6
"943","Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,"75%","France",2.75,"Trinitario","Madagascar","Madagascar","France",0.75
"944","Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,"75%","France",2.75,"Trinitario","Vietnam","Other","France",0.75
"945","Laia aka Chat-Noir","Cuba, Batch 59/100",1590,2015,"75%","France",3,NA,"Cuba","Other","France",0.75
"946","Laia aka Chat-Noir","Peru, Batch 51/100",1590,2015,"75%","France",3.25,NA,"Peru","Peru","France",0.75
"947","Laia aka Chat-Noir","Ivory Coast, Batch 56/100",1594,2015,"75%","France",3,NA,"Ivory Coast","Other","France",0.75
"948","Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,"75%","France",3.5,"Forastero","Sao Tome","Other","France",0.75
"949","Laia aka Chat-Noir","Bahia, Batch 148",1642,2015,"75%","France",3.25,NA,"Brazil","Other","France",0.75
"950","Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,"75%","France",3.75,"Trinitario","Vietnam","Other","France",0.75
"951","Laia aka Chat-Noir","Cuba",1434,2014,"70%","France",2.75,NA,"Cuba","Other","France",0.7
"952","Laia aka Chat-Noir","Trinidad-Tobago",1438,2014,"68%","France",2.75,NA,"Trinidad-Tobago","Other","France",0.68
"953","Lajedo do Ouro","Catongo",927,2012,"70%","Brazil",3.5,"Forastero (Catongo)","Brazil","Other","Other",0.7
"954","Lake Champlain (Callebaut)","Tanzania",327,2009,"75%","U.S.A.",2.5,NA,"Tanzania","Other","U.S.A.",0.75
"955","L'Amourette","Rugoso",1784,2016,"80%","U.S.A.",3.5,"Trinitario","Nicaragua","Other","U.S.A.",0.8
"956","L'Amourette","Carenero Superior",833,2012,"75%","U.S.A.",3,"Trinitario","Venezuela","Venezuela","U.S.A.",0.75
"957","L'Amourette","Rio Caribe",833,2012,"75%","U.S.A.",3,"Trinitario","Venezuela","Venezuela","U.S.A.",0.75
"958","L'Amourette","Blend",853,2012,"72%","U.S.A.",3,"Criollo","Peru, Ecuador, Venezuela","Other","U.S.A.",0.72
"959","Letterpress","La Masica, Batch 7, FHIA",1952,2017,"70%","U.S.A.",3.5,NA,"Honduras","Other","U.S.A.",0.7
"960","Letterpress","Maya Mtn, Batch 18, Heirloom",1952,2017,"70%","U.S.A.",3.25,NA,"Belize","Other","U.S.A.",0.7
"961","Letterpress","Liberia",1728,2016,"70%","U.S.A.",3.25,NA,"Liberia","Other","U.S.A.",0.7
"962","Letterpress","Beniamo",1562,2015,"70%","U.S.A.",3.25,NA,"Bolivia","Other","U.S.A.",0.7
"963","Letterpress","San Juan Estate, Gran Couva",1562,2015,"70%","U.S.A.",3.5,"Trinitario","Trinidad","Other","U.S.A.",0.7
"964","Letterpress","San Andres",1566,2015,"70%","U.S.A.",3,NA,"Costa Rica","Other","U.S.A.",0.7
"965","Letterpress","La Red, Guaconejo",1566,2015,"70%","U.S.A.",3.25,NA,"Domincan Republic","Other","U.S.A.",0.7
"966","Letterpress","Kokoa Kamili",1566,2015,"70%","U.S.A.",3.5,NA,"Tanzania","Other","U.S.A.",0.7
"967","Letterpress","Maranura",1371,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.7
"968","Levy","Sambirano",1231,2014,"71%","Finland",3.5,"Criollo","Madagascar","Madagascar","Other",0.71
"969","Lilla","Madagascar",1856,2016,"70%","Finland",3,"Trinitario","Madagascar","Madagascar","Other",0.7
"970","Lillie Belle","Perfect Illusion",855,2012,"65%","U.S.A.",3.5,"Criollo","Peru","Peru","U.S.A.",0.65
"971","Lillie Belle","Bolivia, Wild Thing",903,2012,"68%","U.S.A.",3.5,"Criollo","Bolivia","Other","U.S.A.",0.68
"972","Lillie Belle","La Selva",903,2012,"68%","U.S.A.",3.75,NA,"Peru","Peru","U.S.A.",0.68
"973","Lillie Belle","Purple Haze",947,2012,"75%","U.S.A.",2.75,NA,"Venezuela, Dom. Rep.","Other","U.S.A.",0.75
"974","Lillie Belle","The Other One, Grand Cru",947,2012,"74%","U.S.A.",3,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.74
"975","Lillie Belle","Wild Thing",947,2012,"68%","U.S.A.",3.5,"Criollo","Bolivia","Other","U.S.A.",0.68
"976","Lindt & Sprungli","Excellence (US Version)",157,2007,"85%","Switzerland",3,NA,NA,"Other","Switzerland",0.85
"977","Loiza","Puerto Rico",1049,2013,"65%","Puerto Rico",2.5,NA,"Puerto Rico","Other","Other",0.65
"978","Lonohana","Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,"70%","U.S.A.",3.75,NA,"Hawaii","Other","U.S.A.",0.7
"979","Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,"65%","U.S.A.",3.25,NA,"Hawaii","Other","U.S.A.",0.65
"980","Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,"75%","U.S.A.",3.75,NA,"Hawaii","Other","U.S.A.",0.75
"981","Lonohana","Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,"71%","U.S.A.",3,NA,"Hawaii","Other","U.S.A.",0.71
"982","Lonohana","Opaeula Estate, O'ahu, Ele'ele",1097,2013,"72%","U.S.A.",3,NA,"Hawaii","Other","U.S.A.",0.72
"983","Lonohana","Hawaiian Crown, Kona Vanilla",1097,2013,"70%","U.S.A.",3.5,NA,"Hawaii","Other","U.S.A.",0.7
"984","Love Bar","Nicaragua",1502,2015,"75%","U.S.A.",2,NA,"Nicaragua","Other","U.S.A.",0.75
"985","Luker","Selva",552,2010,"46%","Colombia",2.75,NA,"Colombia, Ecuador","Other","Other",0.46
"986","Luker","Macondo",552,2010,"60%","Colombia",3,NA,"Colombia, Ecuador","Other","Other",0.6
"987","Luker","Misterio",552,2010,"58%","Colombia",3,NA,"Colombia, Ecuador","Other","Other",0.58
"988","Luker","Santander",552,2010,"65%","Colombia",3.5,NA,"Colombia","Other","Other",0.65
"989","Machu Picchu Trading Co.","Peru",721,2011,"70%","Peru",1.5,NA,"Peru","Peru","Other",0.7
"990","Machu Picchu Trading Co.","Peru",552,2010,"55%","Peru",2.25,NA,"Peru","Peru","Other",0.55
"991","Madecasse (Cinagra)","Madagascar",284,2008,"67%","Madagascar",3.5,"Trinitario","Madagascar","Madagascar","Other",0.67
"992","Madecasse (Cinagra)","Madagascar",284,2008,"70%","Madagascar",3.75,"Trinitario","Madagascar","Madagascar","Other",0.7
"993","Madecasse (Cinagra)","Madagascar",284,2008,"63%","Madagascar",4,"Trinitario","Madagascar","Madagascar","Other",0.63
"994","Madecasse (Cinagra)","Madagascar",288,2008,"75%","Madagascar",3.5,"Trinitario","Madagascar","Madagascar","Other",0.75
"995","Madre","Guadalcanal",1940,2017,"73%","U.S.A.",3.5,NA,"Solomon Islands","Other","U.S.A.",0.73
"996","Madre","Puerto Rico",1085,2013,"70%","U.S.A.",2.75,NA,"Puerto Rico","Other","U.S.A.",0.7
"997","Madre","Brazil",1085,2013,"70%","U.S.A.",3.5,NA,"Brazil","Other","U.S.A.",0.7
"998","Madre","Choobua, Kona",1089,2013,"70%","U.S.A.",2.75,NA,"Hawaii","Other","U.S.A.",0.7
"999","Madre","Xocunusco, Chiapas, Pichucalco",1089,2013,"70%","U.S.A.",2.75,NA,"Mexico","Other","U.S.A.",0.7
"1000","Madre","Hamakua Coast, Kokoleka",991,2012,"70%","U.S.A.",3.25,NA,"Hawaii","Other","U.S.A.",0.7
"1001","Madre","Criollo, Hawaii",995,2012,"70%","U.S.A.",3.25,"Criollo","Hawaii","Other","U.S.A.",0.7
"1002","Madre","Kaua'i",995,2012,"70%","U.S.A.",3.5,NA,"Hawaii","Other","U.S.A.",0.7
"1003","Madre","Dominican",672,2011,"70%","U.S.A.",2.5,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"1004","Madre","Upala",693,2011,"70%","U.S.A.",2.75,NA,"Costa Rica","Other","U.S.A.",0.7
"1005","Madre","Chiapas, Triple Cacao",607,2010,"72%","U.S.A.",2.75,NA,"Mexico","Other","U.S.A.",0.72
"1006","Maglio","Africa",300,2008,"75%","Italy",2,NA,"Tanzania","Other","Italy",0.75
"1007","Maglio","Ecuador",308,2008,"70%","Italy",3,"Forastero (Nacional)","Ecuador","Ecuador","Italy",0.7
"1008","Maglio","Cuba",308,2008,"70%","Italy",3.25,"Criollo","Cuba","Other","Italy",0.7
"1009","Maglio","Santo Domingo",308,2008,"70%","Italy",3.75,"Blend-Forastero,Criollo","Dominican Republic","Dominican Republic","Italy",0.7
"1010","Majani","Ecuador",531,2010,"70%","Italy",2,NA,"Ecuador","Ecuador","Italy",0.7
"1011","Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,"75%","Madagascar",2.75,"Trinitario","Madagascar","Madagascar","Other",0.75
"1012","Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,"73%","Madagascar",3.5,"Trinitario","Madagascar","Madagascar","Other",0.73
"1013","Malagos","Davao, Mt. Talamo foothills",1121,2013,"65%","Philippines",3.5,"Trinitario","Philippines","Other","Other",0.65
"1014","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,"55%","U.S.A.",3.5,NA,"Hawaii","Other","U.S.A.",0.55
"1015","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,"55%","U.S.A.",2.75,"Blend","Hawaii","Other","U.S.A.",0.55
"1016","Malmo","Chuao",1856,2016,"70%","Sweden",3,NA,"Venezuela","Venezuela","Other",0.7
"1017","Mana","Ecuador",1446,2015,"74%","U.S.A.",2.5,NA,"Ecuador","Ecuador","U.S.A.",0.74
"1018","Mana","Peru",1219,2014,"74%","U.S.A.",2.5,NA,"Peru","Peru","U.S.A.",0.74
"1019","Mana","Venezuela",1219,2014,"74%","U.S.A.",2.75,NA,"Venezuela","Venezuela","U.S.A.",0.74
"1020","Mana","Conacado",821,2012,"74%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.74
"1021","Manifesto Cacao","Colombia",1331,2014,"70%","Colombia",2.75,NA,"Colombia","Other","Other",0.7
"1022","Manoa","Markham Valley",1522,2015,"72%","U.S.A.",3.5,NA,"Papua New Guinea","Other","U.S.A.",0.72
"1023","Manoa","Coto Brus",1522,2015,"72%","U.S.A.",3.75,NA,"Costa Rica","Other","U.S.A.",0.72
"1024","Manoa","Waiahole, O'ahu",1089,2013,"72%","U.S.A.",3.75,NA,"Hawaii","Other","U.S.A.",0.72
"1025","Manoa","Liberia, #174",1003,2012,"72%","U.S.A.",3.25,NA,"Liberia","Other","U.S.A.",0.72
"1026","Manoa","Hamakua, Hawaiian Crown, #176",1007,2012,"72%","U.S.A.",2.75,NA,"Hawaii","Other","U.S.A.",0.72
"1027","Manoa","Piura",1007,2012,"72%","U.S.A.",3,NA,"Peru","Peru","U.S.A.",0.72
"1028","Manoa","Oahu, Winward, #151, Maunawili district",1007,2012,"72%","U.S.A.",3.25,NA,"Hawaii","Other","U.S.A.",0.72
"1029","Manufaktura Czekolady","Johe",1844,2016,"70%","Poland",3.75,NA,"Nicaragua","Other","Other",0.7
"1030","Manufaktura Czekolady","Peru",1848,2016,"70%","Poland",3.5,NA,"Peru","Peru","Other",0.7
"1031","Manufaktura Czekolady","Porcelana",1255,2014,"70%","Poland",3.75,"Criollo","Venezuela","Venezuela","Other",0.7
"1032","Manufaktura Czekolady","Kolumbia",1279,2014,"85%","Poland",3.5,NA,"Colombia","Other","Other",0.85
"1033","Manufaktura Czekolady","Grand Cru Dominican Republic",871,2012,"70%","Poland",3.25,NA,"Dominican Republic","Dominican Republic","Other",0.7
"1034","Manufaktura Czekolady","Grand Cru Ghana",871,2012,"70%","Poland",3.5,"Forastero","Ghana","Other","Other",0.7
"1035","Manufaktura Czekolady","Grand Cru Ecuador",875,2012,"70%","Poland",3.25,NA,"Ecuador","Ecuador","Other",0.7
"1036","Map Chocolate","Ben Tre, Surprise Valley",1896,2016,"75%","U.S.A.",3.25,"Trinitario","Vietnam","Other","U.S.A.",0.75
"1037","Map Chocolate","ROIG, 2014",1474,2015,"70%","U.S.A.",3.5,"Criollo, Trinitario","Dominican Republic","Dominican Republic","U.S.A.",0.7
"1038","Map Chocolate","Maranon, 2014",1474,2015,"62%","U.S.A.",3.5,"Forastero (Nacional)","Peru","Peru","U.S.A.",0.62
"1039","Map Chocolate","Ecuador",1478,2015,"70%","U.S.A.",3.5,"Trinitario","Ecuador","Ecuador","U.S.A.",0.7
"1040","Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,"70%","U.S.A.",2.75,"Trinitario","Trinidad","Other","U.S.A.",0.7
"1041","Map Chocolate","A case of the Xerces Blues, triple roast",1606,2015,"70%","U.S.A.",3.5,NA,"Nicaragua","Other","U.S.A.",0.7
"1042","Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,"68%","U.S.A.",3.5,"Criollo","Peru","Peru","U.S.A.",0.68
"1043","Map Chocolate","Colombia",1610,2015,"75%","U.S.A.",2.75,NA,"Colombia","Other","U.S.A.",0.75
"1044","Map Chocolate","Kakoa Kamili, Both Man & Bird & Beast",1610,2015,"72%","U.S.A.",3,NA,"Tanzania","Other","U.S.A.",0.72
"1045","Map Chocolate","Le Chocolat Chaud",1634,2015,"78%","U.S.A.",3.5,NA,"Honduras","Other","U.S.A.",0.78
"1046","Marana","Piura",1872,2016,"70%","Peru",3,NA,"Peru","Peru","Other",0.7
"1047","Marana","Cusco",1884,2016,"70%","Peru",2.75,NA,"Peru","Peru","Other",0.7
"1048","Marana","San Martin",1884,2016,"70%","Peru",3,NA,"Peru","Peru","Other",0.7
"1049","Marigold's Finest","Cacao Nib Crunch",1808,2016,"75%","Canada",3.25,NA,NA,"Other","Canada",0.75
"1050","Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,"85%","Vietnam",3.25,"Trinitario","Vietnam","Other","Other",0.85
"1051","Marou","Ben Tre",1650,2015,"68%","Vietnam",3.5,"Trinitario","Vietnam","Other","Other",0.68
"1052","Marou","Dak Lak, Batch 2451",1650,2015,"70%","Vietnam",3.75,"Trinitario","Vietnam","Other","Other",0.7
"1053","Marou","Tan Phu Dong, Treasure Island",1149,2013,"75%","Vietnam",3.5,"Trinitario","Vietnam","Other","Other",0.75
"1054","Marou","Ba Ria",845,2012,"76%","Vietnam",3.5,"Trinitario","Vietnam","Other","Other",0.76
"1055","Marou","Dong Nai",845,2012,"72%","Vietnam",3.5,"Trinitario","Vietnam","Other","Other",0.72
"1056","Marou","Tien Giang, Gao Co-op",845,2012,"70%","Vietnam",3.5,"Trinitario","Vietnam","Other","Other",0.7
"1057","Marou","Ben Tre",849,2012,"78%","Vietnam",3.5,"Trinitario","Vietnam","Other","Other",0.78
"1058","Marou","Tien Giang",895,2012,"80%","Vietnam",3,"Trinitario","Vietnam","Other","Other",0.8
"1059","Marou","Lam Dong",955,2012,"74%","Vietnam",3.5,"Trinitario","Vietnam","Other","Other",0.74
"1060","Mars","Matina 1-6, prototype",537,2010,"65%","U.S.A.",3,NA,"Costa Rica","Other","U.S.A.",0.65
"1061","Mars","Ivory Coast",544,2010,"65%","U.S.A.",3,NA,"Ivory Coast","Other","U.S.A.",0.65
"1062","Mars","Nigeria",544,2010,"65%","U.S.A.",3.25,NA,"Nigeria","Other","U.S.A.",0.65
"1063","Mars","Ghana, prototype",544,2010,"65%","U.S.A.",3.5,"Forastero","Ghana","Other","U.S.A.",0.65
"1064","Marsatta","Dominican Republic",1189,2013,"74%","U.S.A.",2.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.74
"1065","Marsatta","Dominican Republic",1189,2013,"89%","U.S.A.",2.5,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.89
"1066","Martin Mayer","Alto Beni",1836,2016,"76%","Austria",2.75,NA,"Bolivia","Other","Other",0.76
"1067","Martin Mayer","Pisa",1836,2016,"82%","Austria",3,NA,"Haiti","Other","Other",0.82
"1068","Martin Mayer","Tumaco",1836,2016,"74%","Austria",3.25,NA,"Colombia","Other","Other",0.74
"1069","Mast Brothers","Guatemala",1450,2015,"76%","U.S.A.",3,NA,"Guatemala","Other","U.S.A.",0.76
"1070","Mast Brothers","Tanzania",1450,2015,"74%","U.S.A.",3.25,NA,"Tanzania","Other","U.S.A.",0.74
"1071","Mast Brothers","French Laundry 20th Anniversary",1359,2014,"75%","U.S.A.",3.75,"Blend","Peru, Belize","Other","U.S.A.",0.75
"1072","Mast Brothers","Shake Shack",959,2012,"73%","U.S.A.",3.5,"Blend","Peru, Mad., Dom. Rep.","Other","U.S.A.",0.73
"1073","Mast Brothers","Madagascar",999,2012,"72%","U.S.A.",2.5,"Trinitario",NA,"Other","U.S.A.",0.72
"1074","Mast Brothers","Chuao",999,2012,"73%","U.S.A.",2.75,"Trinitario","Venezuela","Venezuela","U.S.A.",0.73
"1075","Mast Brothers","Brooklyn Blend",672,2011,"72%","U.S.A.",3.5,NA,NA,"Other","U.S.A.",0.72
"1076","Mast Brothers","Chuao, Med. Roast",701,2011,"76%","U.S.A.",3,"Trinitario","Venezuela","Venezuela","U.S.A.",0.76
"1077","Mast Brothers","Chuao, Dark Roast",709,2011,"70%","U.S.A.",3,"Trinitario","Venezuela","Venezuela","U.S.A.",0.7
"1078","Mast Brothers","Chuao, Light Roast",713,2011,"81%","U.S.A.",2.75,"Trinitario","Venezuela","Venezuela","U.S.A.",0.81
"1079","Mast Brothers","Moho River",773,2011,"70%","U.S.A.",3.5,"Trinitario","Belize","Other","U.S.A.",0.7
"1080","Mast Brothers","Papua New Guinea",777,2011,"71%","U.S.A.",2.75,NA,"Papua New Guinea","Other","U.S.A.",0.71
"1081","Mast Brothers","San Martin",777,2011,"75%","U.S.A.",3,NA,"Peru","Peru","U.S.A.",0.75
"1082","Mast Brothers","Conacado",777,2011,"73%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.73
"1083","Mast Brothers","La Red de Guanconejo, N. Highlands coop",777,2011,"74%","U.S.A.",3.75,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.74
"1084","Mast Brothers","Patanemo",572,2010,"81%","U.S.A.",2.75,"Criollo","Venezuela","Venezuela","U.S.A.",0.81
"1085","Mast Brothers","Ocumare de la Costa",572,2010,"75%","U.S.A.",3,NA,"Venezuela","Venezuela","U.S.A.",0.75
"1086","Mast Brothers","Dominican Republic, Coop",572,2010,"70%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"1087","Matale","Malekula P., 2013",1177,2013,"72%","Australia",3.5,"Trinitario","Vanuatu","Other","Australia",0.72
"1088","Matale","Somia, 2013",1177,2013,"68%","Australia",4,"Trinitario","Madagascar","Madagascar","Australia",0.68
"1089","Matale","Kulili P., 2013",1177,2013,"74%","Australia",4,"Trinitario","Papua New Guinea","Other","Australia",0.74
"1090","Matale","Blend",1181,2013,"70%","Australia",3.75,"Trinitario","PNG, Vanuatu, Mad","Other","Australia",0.7
"1091","Maverick","Maya Mountain",1367,2014,"70%","U.S.A.",3.25,"Trinitario","Belize","Other","U.S.A.",0.7
"1092","Maverick","Elvesia",1367,2014,"70%","U.S.A.",3.25,NA,"Dominican Republic","Dominican Republic","U.S.A.",0.7
"1093","Maverick","Tumbes",1430,2014,"82%","U.S.A.",3.25,"Criollo","Peru","Peru","U.S.A.",0.82
"1094","Maverick","Morropon, Norandiono Coop, Piura",1430,2014,"63%","U.S.A.",3.5,"Criollo","Peru","Peru","U.S.A.",0.63
"1095","Mayacama","Hispaniola",1728,2016,"72%","U.S.A.",3,NA,"Domincan Republic","Other","U.S.A.",0.72
